256;16;6;0.020162;1.84253e-12
256;32;6;0.003732;1.83653e-12
256;64;6;0.002931;1.83631e-12
256;128;6;0.005518;1.83631e-12
256;256;6;0.003731;1.82832e-12
512;16;6;0.154971;7.32814e-12
512;32;6;0.022031;7.3187e-12
512;64;6;0.011060;7.3116e-12
512;128;6;0.017278;7.30471e-12
512;256;6;0.036320;7.29972e-12
1024;16;6;1.275604;2.91375e-11
1024;32;6;0.167645;2.91401e-11
1024;64;6;0.072397;2.91351e-11
1024;128;6;0.073200;2.91351e-11
1024;256;6;0.121437;2.91106e-11
2048;16;6;12.470691;1.16329e-10
2048;32;6;1.404955;1.16339e-10
2048;64;6;0.562078;1.16353e-10
2048;128;6;0.478202;1.16368e-10
2048;256;6;0.519216;1.16325e-10
4096;16;6;514.762395;4.66193e-10
4096;32;6;13.454530;4.66215e-10
4096;64;6;4.512230;4.66207e-10
4096;128;6;3.715973;4.6619e-10
4096;256;6;3.492583;4.66151e-10
