256;16;2;0.017437;1.84253e-12
256;32;2;0.004252;1.83653e-12
256;64;2;0.003275;1.83631e-12
256;128;2;0.004539;1.83631e-12
256;256;2;0.003590;1.82832e-12
512;16;2;0.137204;7.32814e-12
512;32;2;0.032064;7.3187e-12
512;64;2;0.022185;7.3116e-12
512;128;2;0.022213;7.30471e-12
512;256;2;0.033089;7.29972e-12
1024;16;2;1.117230;2.91375e-11
1024;32;2;0.254818;2.91401e-11
1024;64;2;0.169838;2.91351e-11
1024;128;2;0.154562;2.91351e-11
1024;256;2;0.162531;2.91106e-11
2048;16;2;12.276635;1.16329e-10
2048;32;2;2.127363;1.16339e-10
2048;64;2;1.359751;1.16353e-10
2048;128;2;1.202451;1.16368e-10
2048;256;2;1.176111;1.16325e-10
4096;16;2;424.535794;4.66193e-10
4096;32;2;20.054317;4.66215e-10
4096;64;2;10.855540;4.66207e-10
4096;128;2;9.502319;4.6619e-10
4096;256;2;8.868454;4.66151e-10
