256;16;3;0.020534;1.84253e-12
256;32;3;0.003992;1.83653e-12
256;64;3;0.003186;1.83631e-12
256;128;3;0.005475;1.83631e-12
256;256;3;0.003707;1.82832e-12
512;16;3;0.155508;7.32814e-12
512;32;3;0.028400;7.3187e-12
512;64;3;0.017729;7.3116e-12
512;128;3;0.019794;7.30471e-12
512;256;3;0.036225;7.29972e-12
1024;16;3;1.282676;2.91375e-11
1024;32;3;0.223778;2.91401e-11
1024;64;3;0.127583;2.91351e-11
1024;128;3;0.115936;2.91351e-11
1024;256;3;0.136969;2.91106e-11
2048;16;3;12.821859;1.16329e-10
2048;32;3;1.857108;1.16339e-10
2048;64;3;1.013272;1.16353e-10
2048;128;3;0.868717;1.16368e-10
2048;256;3;0.835306;1.16325e-10
4096;16;3;437.277231;4.66193e-10
4096;32;3;17.778547;4.66215e-10
4096;64;3;8.093139;4.66207e-10
4096;128;3;6.829092;4.6619e-10
4096;256;3;6.319056;4.66151e-10
