256;16;4;0.020150;1.84253e-12
256;32;4;0.003725;1.83653e-12
256;64;4;0.002935;1.83631e-12
256;128;4;0.005504;1.83631e-12
256;256;4;0.003720;1.82832e-12
512;16;4;0.153456;7.32814e-12
512;32;4;0.023981;7.3187e-12
512;64;4;0.014669;7.3116e-12
512;128;4;0.017589;7.30471e-12
512;256;4;0.036291;7.29972e-12
1024;16;4;1.288431;2.91375e-11
1024;32;4;0.192009;2.91401e-11
1024;64;4;0.103206;2.91351e-11
1024;128;4;0.096512;2.91351e-11
1024;256;4;0.137565;2.91106e-11
2048;16;4;12.543769;1.16329e-10
2048;32;4;1.621301;1.16339e-10
2048;64;4;0.814483;1.16353e-10
2048;128;4;0.706179;1.16368e-10
2048;256;4;0.693331;1.16325e-10
4096;16;4;427.628317;4.66193e-10
4096;32;4;15.369950;4.66215e-10
4096;64;4;6.513821;4.66207e-10
4096;128;4;5.531458;4.6619e-10
4096;256;4;5.162182;4.66151e-10
