2;800;17.152709
3;800;19.231803
4;800;20.039879
2;1000;33.256536
3;1000;34.146804
4;1000;36.075158
2;1200;53.507599
3;1200;60.712939
4;1200;63.782138
2;1400;88.885435
3;1400;93.280820
4;1400;99.174287
2;1600;145.253474
3;1600;143.581484
4;1600;148.406212
